Cross Section of Image 'leg-01003'
End points on Image: (5.273438e+004,1.562500e+003), (7.812500e+004,7.851563e+004)
All x,y units: Å, z units:  Å
0.000000e+000	2.724768e+002
3.085817e+002	3.018385e+002
6.171634e+002	3.159322e+002
9.257451e+002	3.265024e+002
1.234327e+003	3.382471e+002
1.542908e+003	3.464684e+002
1.851490e+003	3.676088e+002
2.160072e+003	3.993195e+002
2.468654e+003	4.181110e+002
2.777235e+003	4.263322e+002
3.085817e+003	4.462982e+002
3.394399e+003	4.862302e+002
3.702980e+003	5.214642e+002
4.011562e+003	5.238132e+002
4.320144e+003	5.414302e+002
4.628725e+003	5.672686e+002
4.937307e+003	5.707919e+002
5.245889e+003	5.766643e+002
5.554471e+003	5.848856e+002
5.863052e+003	6.306898e+002
6.171634e+003	6.471324e+002
6.480216e+003	6.624005e+002
6.788797e+003	6.682728e+002
7.097379e+003	6.823665e+002
7.405961e+003	6.858899e+002
7.714542e+003	6.929367e+002
8.023124e+003	6.835410e+002
8.331706e+003	6.905878e+002
8.640287e+003	6.999835e+002
8.948869e+003	7.046814e+002
9.257451e+003	7.117282e+002
9.566033e+003	6.647495e+002
9.874614e+003	5.261621e+002
1.018320e+004	4.756599e+002
1.049178e+004	3.535152e+002
1.080036e+004	2.912683e+002
1.110894e+004	2.560342e+002
1.141752e+004	2.572087e+002
1.172610e+004	1.961363e+002
1.203469e+004	1.620767e+002
1.234327e+004	1.444597e+002
1.265185e+004	1.256682e+002
1.296043e+004	1.092256e+002
1.326901e+004	9.043411e+001
1.357759e+004	8.925964e+001
1.388618e+004	8.925964e+001
1.419476e+004	1.080511e+002
1.450334e+004	1.338895e+002
1.481192e+004	1.444597e+002
1.512050e+004	1.409363e+002
1.542908e+004	1.491576e+002
1.573767e+004	1.538554e+002
1.604625e+004	1.679491e+002
1.635483e+004	1.679491e+002
1.666341e+004	1.785193e+002
1.697199e+004	1.961363e+002
1.728057e+004	2.137534e+002
1.758916e+004	2.184512e+002
1.789774e+004	2.313704e+002
1.820632e+004	2.478130e+002
1.851490e+004	2.642555e+002
1.882348e+004	2.630811e+002
1.913207e+004	2.795236e+002
1.944065e+004	2.924428e+002
1.974923e+004	3.088853e+002
2.005781e+004	3.112343e+002
2.036639e+004	3.276768e+002
2.067497e+004	3.405960e+002
2.098356e+004	3.546896e+002
2.129214e+004	3.617365e+002
2.160072e+004	3.828769e+002
2.190930e+004	3.993195e+002
2.221788e+004	4.169365e+002
2.252646e+004	4.157620e+002
2.283505e+004	4.322046e+002
2.314363e+004	4.357280e+002
2.345221e+004	4.545195e+002
2.376079e+004	4.509961e+002
2.406937e+004	4.733110e+002
2.437795e+004	5.097195e+002
2.468654e+004	5.320344e+002
2.499512e+004	5.320344e+002
2.530370e+004	5.637451e+002
2.561228e+004	5.931068e+002
2.592086e+004	6.189452e+002
2.622944e+004	6.271664e+002
2.653803e+004	6.459579e+002
2.684661e+004	6.612261e+002
2.715519e+004	6.670984e+002
2.746377e+004	6.706218e+002
2.777235e+004	6.776686e+002
2.808093e+004	6.823665e+002
2.838952e+004	6.917622e+002
2.869810e+004	6.952856e+002
2.900668e+004	6.823665e+002
2.931526e+004	6.142473e+002
2.962384e+004	5.449536e+002
2.993242e+004	4.932770e+002
3.024101e+004	3.370726e+002
3.054959e+004	2.442896e+002
3.085817e+004	1.937874e+002
3.116675e+004	1.761703e+002
3.147533e+004	1.573788e+002
3.178391e+004	1.362384e+002
3.209250e+004	1.444597e+002
3.240108e+004	1.362384e+002
3.270966e+004	1.362384e+002
3.301824e+004	1.104001e+002
3.332682e+004	1.174469e+002
3.363540e+004	1.256682e+002
3.394399e+004	1.562044e+002
3.425257e+004	1.667746e+002
3.456115e+004	1.644257e+002
3.486973e+004	1.761703e+002
3.517831e+004	1.785193e+002
3.548689e+004	1.996597e+002
3.579548e+004	2.055321e+002
3.610406e+004	2.008342e+002
3.641264e+004	2.020087e+002
3.672122e+004	2.125789e+002
3.702980e+004	2.184512e+002
3.733839e+004	2.278470e+002
3.764697e+004	2.301959e+002
3.795555e+004	2.384172e+002
3.826413e+004	2.489874e+002
3.857271e+004	2.595576e+002
3.888129e+004	2.677789e+002
3.918988e+004	2.806981e+002
3.949846e+004	2.994896e+002
3.980704e+004	3.088853e+002
4.011562e+004	3.276768e+002
4.042420e+004	3.511662e+002
4.073278e+004	3.582130e+002
4.104137e+004	3.828769e+002
4.134995e+004	4.110641e+002
4.165853e+004	4.322046e+002
4.196711e+004	4.474727e+002
4.227569e+004	4.744855e+002
4.258427e+004	5.097195e+002
4.289286e+004	5.590472e+002
4.320144e+004	5.649196e+002
4.351002e+004	6.060260e+002
4.381860e+004	6.236431e+002
4.412718e+004	6.377367e+002
4.443576e+004	6.400856e+002
4.474435e+004	6.553537e+002
4.505293e+004	6.741452e+002
4.536151e+004	6.917622e+002
4.567009e+004	6.976346e+002
4.597867e+004	7.199495e+002
4.628725e+004	7.234729e+002
4.659584e+004	6.905878e+002
4.690442e+004	6.835410e+002
4.721300e+004	5.449536e+002
4.752158e+004	4.427748e+002
4.783016e+004	2.619066e+002
4.813874e+004	2.208002e+002
4.844733e+004	1.385873e+002
4.875591e+004	1.162724e+002
4.906449e+004	1.197958e+002
4.937307e+004	1.244937e+002
4.968165e+004	1.432852e+002
4.999023e+004	1.702980e+002
5.029882e+004	1.832172e+002
5.060740e+004	1.914384e+002
5.091598e+004	1.996597e+002
5.122456e+004	2.090555e+002
5.153314e+004	2.090555e+002
5.184172e+004	2.078810e+002
5.215031e+004	2.067065e+002
