Horizontal Cross Section of Image 'HEG-02'
End points on Image: (0.000000e+000,3.730469e+004), (4.960938e+004,3.730469e+004)
All x,y units: Å, z units:  Å
0.000000e+000	5.520004e+001
1.953125e+002	5.167664e+001
3.906250e+002	5.285110e+001
5.859375e+002	5.520004e+001
7.812500e+002	6.459579e+001
9.765625e+002	7.751495e+001
1.171875e+003	8.456177e+001
1.367188e+003	9.630646e+001
1.562500e+003	1.068767e+002
1.757813e+003	1.174469e+002
1.953125e+003	1.233192e+002
2.148438e+003	1.280171e+002
2.343750e+003	1.303661e+002
2.539063e+003	1.350639e+002
2.734375e+003	1.421107e+002
2.929688e+003	1.468086e+002
3.125000e+003	1.491576e+002
3.320313e+003	1.538554e+002
3.515625e+003	1.597278e+002
3.710938e+003	1.644257e+002
3.906250e+003	1.702980e+002
4.101563e+003	1.538554e+002
4.296875e+003	9.865540e+001
4.492188e+003	5.637451e+001
4.687500e+003	3.405960e+001
4.882813e+003	2.583832e+001
5.078125e+003	2.936172e+001
5.273438e+003	3.993195e+001
5.468750e+003	5.050217e+001
5.664063e+003	5.872345e+001
5.859375e+003	6.459579e+001
6.054688e+003	7.046814e+001
6.250000e+003	8.221283e+001
6.445313e+003	9.513199e+001
6.640625e+003	1.045277e+002
6.835938e+003	9.982986e+001
7.031250e+003	1.080511e+002
7.226563e+003	1.233192e+002
7.421875e+003	1.350639e+002
7.617188e+003	1.468086e+002
7.812500e+003	1.550299e+002
8.007813e+003	1.609023e+002
8.203125e+003	1.656001e+002
8.398438e+003	1.702980e+002
8.593750e+003	1.726469e+002
8.789063e+003	1.714725e+002
8.984375e+003	1.585533e+002
9.179688e+003	1.068767e+002
9.375000e+003	6.107239e+001
9.570313e+003	3.758301e+001
9.765625e+003	2.936172e+001
9.960938e+003	2.818726e+001
1.015625e+004	3.053619e+001
1.035156e+004	3.875748e+001
1.054688e+004	5.050217e+001
1.074219e+004	6.459579e+001
1.093750e+004	7.634048e+001
1.113281e+004	8.808517e+001
1.132813e+004	9.865540e+001
1.152344e+004	1.080511e+002
1.171875e+004	1.162724e+002
