Type 	Density(/um)(VLS1:2:3) 	IncludedAngle(deg) 	toOrder 	eV 	Material 	Coating 	CoatThickness(um) 	Depth(um) 	ValleyWidth(um) 	BlazeAngle(deg) 	AntiBlazeAngle(deg) 	  	InsideOrder0 	InsideOrder1 	InsideOrder2 	InsideOrder3

Blazed 	2.6(0:0:0) 	176.5 	0 	525 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.343659 	0.0266471 	0.0202617 	0.018722
Blazed 	2.6(0:0:0) 	176.5 	0 	530 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.340039 	0.0262153 	0.0198776 	0.0185338
Blazed 	2.6(0:0:0) 	176.5 	0 	535 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.336484 	0.025821 	0.0195223 	0.0183664
Blazed 	2.6(0:0:0) 	176.5 	0 	540 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.33322 	0.0254811 	0.0192062 	0.0182241
Blazed 	2.6(0:0:0) 	176.5 	0 	545 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.330343 	0.0252015 	0.0189328 	0.0181085
Blazed 	2.6(0:0:0) 	176.5 	0 	550 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.32826 	0.0250236 	0.0187297 	0.0180395
Blazed 	2.6(0:0:0) 	176.5 	0 	555 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.327318 	0.0249384 	0.0185842 	0.0179955
Blazed 	2.6(0:0:0) 	176.5 	0 	560 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.326895 	0.0248896 	0.0184602 	0.0179562
Blazed 	2.6(0:0:0) 	176.5 	0 	565 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.326758 	0.0248558 	0.018344 	0.0179137
Blazed 	2.6(0:0:0) 	176.5 	0 	570 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.326793 	0.0248241 	0.0182271 	0.0178626
Blazed 	2.6(0:0:0) 	176.5 	0 	575 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.326732 	0.0247569 	0.0180834 	0.0177816
Blazed 	2.6(0:0:0) 	176.5 	0 	580 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.326617 	0.0246776 	0.0179312 	0.0176896
Blazed 	2.6(0:0:0) 	176.5 	0 	585 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.326451 	0.0245891 	0.0177732 	0.0175889
Blazed 	2.6(0:0:0) 	176.5 	0 	590 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.326211 	0.0244899 	0.0176084 	0.0174791
Blazed 	2.6(0:0:0) 	176.5 	0 	595 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.325882 	0.0243789 	0.0174365 	0.0173599
Blazed 	2.6(0:0:0) 	176.5 	0 	600 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.325512 	0.0242617 	0.0172611 	0.017234
Blazed 	2.6(0:0:0) 	176.5 	0 	605 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.325105 	0.024139 	0.0170831 	0.0171023
Blazed 	2.6(0:0:0) 	176.5 	0 	610 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.324645 	0.0240122 	0.0169037 	0.0169661
Blazed 	2.6(0:0:0) 	176.5 	0 	615 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.324182 	0.0238849 	0.0167252 	0.016827
Blazed 	2.6(0:0:0) 	176.5 	0 	620 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.323733 	0.0237585 	0.0165485 	0.0166856
Blazed 	2.6(0:0:0) 	176.5 	0 	625 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.323303 	0.0236353 	0.0163754 	0.0165438
Blazed 	2.6(0:0:0) 	176.5 	0 	630 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.322963 	0.0235183 	0.0162072 	0.0164022
Blazed 	2.6(0:0:0) 	176.5 	0 	635 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.322696 	0.0234052 	0.0160426 	0.0162597
Blazed 	2.6(0:0:0) 	176.5 	0 	640 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.322494 	0.023295 	0.0158808 	0.016116
Blazed 	2.6(0:0:0) 	176.5 	0 	645 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.322348 	0.0231863 	0.0157211 	0.0159705
Blazed 	2.6(0:0:0) 	176.5 	0 	650 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.322212 	0.0230728 	0.0155593 	0.0158198
Blazed 	2.6(0:0:0) 	176.5 	0 	655 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.322011 	0.0229457 	0.0153899 	0.0156592
Blazed 	2.6(0:0:0) 	176.5 	0 	660 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.321697 	0.0228067 	0.0152147 	0.0154912
Blazed 	2.6(0:0:0) 	176.5 	0 	665 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.32134 	0.0226614 	0.0150374 	0.0153187
Blazed 	2.6(0:0:0) 	176.5 	0 	670 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.320863 	0.0225051 	0.0148553 	0.0151398
Blazed 	2.6(0:0:0) 	176.5 	0 	675 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.320236 	0.0223362 	0.0146676 	0.0149542
Blazed 	2.6(0:0:0) 	176.5 	0 	680 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.319542 	0.0221606 	0.0144779 	0.0147648
Blazed 	2.6(0:0:0) 	176.5 	0 	685 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.318698 	0.0219759 	0.0142851 	0.0145714
Blazed 	2.6(0:0:0) 	176.5 	0 	690 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.317805 	0.0217875 	0.0140922 	0.0143764
Blazed 	2.6(0:0:0) 	176.5 	0 	695 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.316872 	0.0215958 	0.0138993 	0.01418
Blazed 	2.6(0:0:0) 	176.5 	0 	700 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.31581 	0.0213976 	0.013705 	0.0139816
Blazed 	2.6(0:0:0) 	176.5 	0 	705 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.314681 	0.0211952 	0.0135103 	0.0137819
Blazed 	2.6(0:0:0) 	176.5 	0 	710 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.313376 	0.0209841 	0.0133129 	0.0135795
Blazed 	2.6(0:0:0) 	176.5 	0 	715 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.312072 	0.0207801 	0.0131221 	0.0133825
Blazed 	2.6(0:0:0) 	176.5 	0 	720 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.310777 	0.0205795 	0.0129352 	0.0131884
Blazed 	2.6(0:0:0) 	176.5 	0 	725 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.30952 	0.0203892 	0.0127566 	0.0130012
Blazed 	2.6(0:0:0) 	176.5 	0 	730 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.308296 	0.0202018 	0.0125812 	0.0128165
Blazed 	2.6(0:0:0) 	176.5 	0 	735 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.307124 	0.0200219 	0.0124119 	0.0126369
Blazed 	2.6(0:0:0) 	176.5 	0 	740 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.306015 	0.0198499 	0.0122488 	0.0124625
Blazed 	2.6(0:0:0) 	176.5 	0 	745 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.304958 	0.0196833 	0.0120902 	0.0122921
Blazed 	2.6(0:0:0) 	176.5 	0 	750 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.303974 	0.0195268 	0.0119391 	0.0121283
Blazed 	2.6(0:0:0) 	176.5 	0 	755 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.303033 	0.0193735 	0.0117909 	0.011967
Blazed 	2.6(0:0:0) 	176.5 	0 	760 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.302205 	0.0192328 	0.0116513 	0.0118135
Blazed 	2.6(0:0:0) 	176.5 	0 	765 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	5 	80 	  	0.301479 	0.0191003 	0.0115175 	0.011665
