Type 	Density(/um)(VLS1:2:3) 	IncludedAngle(deg) 	toOrder 	eV 	Material 	Coating 	CoatThickness(um) 	Depth(um) 	ValleyWidth(um) 	BlazeAngle(deg) 	AntiBlazeAngle(deg) 	  	InsideOrder0 	InsideOrder1 	InsideOrder2 	InsideOrder3
Blazed 	2.6(0:0:0) 	176.5 	0 	800 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.309809 	0.0236061 	0.0161131 	0.0165637
Blazed 	2.6(0:0:0) 	176.5 	0 	805 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.309679 	0.0234763 	0.0159591 	0.016426
Blazed 	2.6(0:0:0) 	176.5 	0 	810 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.309566 	0.0233458 	0.015806 	0.0162868
Blazed 	2.6(0:0:0) 	176.5 	0 	815 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.309369 	0.0232077 	0.0156496 	0.0161434
Blazed 	2.6(0:0:0) 	176.5 	0 	820 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.309175 	0.0230682 	0.0154939 	0.0159988
Blazed 	2.6(0:0:0) 	176.5 	0 	825 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.308928 	0.0229244 	0.0153369 	0.0158518
Blazed 	2.6(0:0:0) 	176.5 	0 	830 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.308675 	0.0227789 	0.0151803 	0.0157039
Blazed 	2.6(0:0:0) 	176.5 	0 	835 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.308384 	0.0226302 	0.0150231 	0.0155546
Blazed 	2.6(0:0:0) 	176.5 	0 	840 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.30808 	0.0224794 	0.014866 	0.0154043
Blazed 	2.6(0:0:0) 	176.5 	0 	845 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.30775 	0.0223259 	0.0147085 	0.015253
Blazed 	2.6(0:0:0) 	176.5 	0 	850 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.30741 	0.0221711 	0.0145515 	0.0151015
Blazed 	2.6(0:0:0) 	176.5 	0 	855 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.307056 	0.022015 	0.014395 	0.0149499
Blazed 	2.6(0:0:0) 	176.5 	0 	860 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.306688 	0.0218575 	0.0142388 	0.0147983
Blazed 	2.6(0:0:0) 	176.5 	0 	865 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.306307 	0.0216986 	0.0140829 	0.0146466
Blazed 	2.6(0:0:0) 	176.5 	0 	870 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.305907 	0.0215379 	0.0139269 	0.0144948
Blazed 	2.6(0:0:0) 	176.5 	0 	875 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.305488 	0.0213751 	0.0137708 	0.0143429
Blazed 	2.6(0:0:0) 	176.5 	0 	880 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.30505 	0.0212107 	0.0136147 	0.0141908
