Mono	Sample	Tilt	Azimuth	Detector	X	Y	Z	Axis	Start	Stop	N
2.562	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.565	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.569	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.572	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.576	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.580	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.583	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.587	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.590	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.594	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.598	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.601	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.605	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.608	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.612	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.616	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.619	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.623	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.626	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.630	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.634	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.637	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.641	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.644	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.648	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.652	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.655	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.659	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.662	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.666	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.670	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.673	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.677	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.680	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.684	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.688	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.691	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.695	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.698	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.702	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.706	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.709	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.713	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.716	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.720	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.724	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.727	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.731	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.734	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.738	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.742	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.745	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.749	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.752	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.756	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.760	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.763	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.767	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.770	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.774	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.778	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.781	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.785	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.788	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.792	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.796	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.799	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.803	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.806	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
2.810	2	NaN	NaN	2.000	NaN	NaN	NaN	n	NaN	NaN	NaN
