1
FunctionSetBegin
Real vs. length (0)
0
3
2
0
0
5
FunctionBegin
0
3
-9223090561877403904
16724685
25
12.5 4.67190045975e-006 0
12.6 1.03008846453e-005 0
12.7 1.35277167443e-005 0
12.8 1.41270383088e-005 0
12.9 1.19676382292e-005 0
13 7.92149677693e-006 0
13.1 3.55683840644e-006 0
13.2 7.14209519076e-007 0
13.3 7.19584709176e-007 0
13.4 4.12260018095e-006 0
13.5 1.04009194161e-005 0
13.6 1.80882045282e-005 0
13.7 2.51913650636e-005 0
13.8 2.99685272518e-005 0
13.9 3.13501964302e-005 0
14 2.8552240085e-005 0
14.1 2.23598455955e-005 0
14.2 1.432373734e-005 0
14.3 6.74601465009e-006 0
14.4 1.56391372661e-006 0
14.5 2.55943542194e-007 0
14.6 3.52079434107e-006 0
14.7 1.1012138505e-005 0
14.8 2.1539674307e-005 0
14.9 3.32644043048e-005 0
2
0
FunctionEnd
FunctionBegin
0
3
-9223372036854114560
16740095
25
12.5 8.598502373e-006 0
12.6 1.74020577234e-005 0
12.7 2.10319945027e-005 0
12.8 2.02801729569e-005 0
12.9 1.5917286976e-005 0
13 9.8062927684e-006 0
13.1 4.13009829337e-006 0
13.2 7.79653992655e-007 0
13.3 7.23414823577e-007 0
13.4 3.93313922204e-006 0
13.5 9.46780374829e-006 0
13.6 1.57865672563e-005 0
13.7 2.11747098443e-005 0
13.8 2.38515134041e-005 0
13.9 2.39738263265e-005 0
14 2.14261094023e-005 0
14.1 1.64121886946e-005 0
14.2 1.05429617067e-005 0
14.3 4.94140149769e-006 0
14.4 1.1283651932e-006 0
14.5 1.82583095642e-007 0
14.6 2.48000145045e-006 0
14.7 7.70322641896e-006 0
14.8 1.5075953653e-005 0
14.9 2.33630956274e-005 0
2
0
FunctionEnd
FunctionBegin
0
3
9223090561878726400
6606285
25
12.5 2.09348626787e-005 0
12.6 4.40159231449e-005 0
12.7 5.51486454031e-005 0
12.8 5.49983735497e-005 0
12.9 4.44904993081e-005 0
13 2.81839651413e-005 0
13.1 1.21571348595e-005 0
13.2 2.34535392224e-006 0
13.3 2.22535345614e-006 0
13.4 1.22099506751e-005 0
13.5 2.95961264973e-005 0
13.6 4.95088882253e-005 0
13.7 6.66199859232e-005 0
13.8 7.60538240176e-005 0
13.9 7.59138119549e-005 0
14 6.63607729328e-005 0
14.1 4.9737094926e-005 0
14.2 3.11131884123e-005 0
14.3 1.43272648903e-005 0
14.4 3.23107755374e-006 0
14.5 5.05139590128e-007 0
14.6 6.76756883852e-006 0
14.7 2.06461694485e-005 0
14.8 3.91360859064e-005 0
14.9 5.8470273139e-005 0
2
0
FunctionEnd
FunctionBegin
0
3
9222809086902015744
9856622
25
12.5 4.68219540586e-006 0
12.6 1.00859895141e-005 0
12.7 1.30295746311e-005 0
12.8 1.3463686291e-005 0
12.9 1.13371207315e-005 0
13 7.50659925044e-006 0
13.1 3.39167679223e-006 0
13.2 6.85303646159e-007 0
13.3 6.95167640821e-007 0
13.4 4.02286290459e-006 0
13.5 1.03042241689e-005 0
13.6 1.82446341806e-005 0
13.7 2.59741078069e-005 0
13.8 3.14710214528e-005 0
13.9 3.34552470706e-005 0
14 3.1052899004e-005 0
14.1 2.48637451924e-005 0
14.2 1.62404420301e-005 0
14.3 7.78600348892e-006 0
14.4 1.83021428513e-006 0
14.5 3.09553316414e-007 0
14.6 4.31546252585e-006 0
14.7 1.39917993966e-005 0
14.8 2.84425234484e-005 0
14.9 4.47602314858e-005 0
2
0
FunctionEnd
FunctionBegin
0
3
9222527611925305088
7865805
25
12.5 2.26025894299e-005 0
12.6 4.81286542672e-005 0
12.7 6.10675376484e-005 0
12.8 6.16425776036e-005 0
12.9 5.04911337891e-005 0
13 3.23563509808e-005 0
13.1 1.41160089361e-005 0
13.2 2.7536695588e-006 0
13.3 2.67287438809e-006 0
13.4 1.48395391443e-005 0
13.5 3.64355229257e-005 0
13.6 6.18223436978e-005 0
13.7 8.42013335905e-005 0
13.8 9.77134306622e-005 0
13.9 9.91602491465e-005 0
14 8.81205735246e-005 0
14.1 6.7485155261e-005 0
14.2 4.26035932549e-005 0
14.3 1.9691021574e-005 0
14.4 4.45651617809e-006 0
14.5 7.1397502021e-007 0
14.6 9.6308237327e-006 0
14.7 2.9763712232e-005 0
14.8 5.73554987977e-005 0
14.9 8.68365755833e-005 0
2
0
FunctionEnd
FunctionSetEnd
