Sunday, December 02, 2007 12:39:30 PM
2.149794	3.418240E-2	1.892240E-2	268.410
2.150937	3.479280E-2	7.630000E-3	268.410
2.151972	3.509800E-2	2.166920E-2	268.410
2.153038	3.662400E-2	1.953280E-2	268.410
2.154011	3.937080E-2	2.136400E-2	268.410
2.155031	5.188400E-2	2.960440E-2	268.410
2.156050	1.013264E-1	6.012440E-2	268.410
2.157055	1.968540E-1	1.193332E-1	268.410
2.158059	3.323628E-1	1.941072E-1	268.410
2.159078	4.864888E-1	2.731540E-1	268.410
2.160098	6.201664E-1	3.537268E-1	268.410
2.161086	7.178304E-1	4.053056E-1	268.410
2.162075	7.913836E-1	4.443712E-1	268.410
2.163064	8.478456E-1	4.724496E-1	268.441
2.164099	8.963724E-1	5.038852E-1	268.441
2.165072	9.333016E-1	5.170088E-1	268.441
2.166061	9.647372E-1	5.374572E-1	268.441
2.167111	9.922052E-1	5.530224E-1	268.441
2.168115	1.015095E+0	5.679772E-1	268.441
2.169089	1.034628E+0	5.759124E-1	268.441
2.170077	1.051109E+0	5.868996E-1	268.441
2.171097	1.066064E+0	5.969712E-1	268.441
2.172085	1.079187E+0	6.049064E-1	268.441
2.173090	1.090174E+0	6.107052E-1	268.441
2.174094	1.100246E+0	6.189456E-1	268.441
2.175098	1.109097E+0	6.174196E-1	268.441
2.176102	1.117032E+0	6.256600E-1	268.441
2.177075	1.123746E+0	6.287120E-1	268.441
2.178095	1.130156E+0	6.357316E-1	268.441
2.179068	1.136565E+0	6.357316E-1	268.441
2.180072	1.141753E+0	6.384784E-1	268.441
2.181092	1.146636E+0	6.464136E-1	268.410
2.182096	1.149994E+0	6.461084E-1	268.410
2.183131	1.153656E+0	6.506864E-1	268.410
2.184104	1.157318E+0	6.528228E-1	268.410
2.185077	1.160065E+0	6.552644E-1	268.410
2.186081	1.162202E+0	6.528228E-1	268.410
2.187085	1.164643E+0	6.549592E-1	268.410
2.188074	1.167085E+0	6.595372E-1	268.410
2.189078	1.167695E+0	6.625892E-1	268.441
2.190113	1.169832E+0	6.622840E-1	268.441
2.191086	1.171052E+0	6.631996E-1	268.441
2.192075	1.171968E+0	6.656412E-1	268.441
2.193064	1.173189E+0	6.674724E-1	268.441
2.194068	1.173494E+0	6.625892E-1	268.441
2.195103	1.175020E+0	6.659464E-1	268.441
2.196076	1.175020E+0	6.699140E-1	268.441
2.197080	1.175936E+0	6.683880E-1	268.441
2.198131	1.176851E+0	6.699140E-1	268.410
2.199104	1.176546E+0	6.671672E-1	268.410
2.200077	1.176546E+0	6.668620E-1	268.410
